name;open;high;low;close;volume;marketCap;timestamp
"2781";0.10458031;0.11948242;0.083788;0.0919968;8984742.65;0;"2021-04-19T00:00:00.000Z"
"2781";0.09207102;0.12855285;0.07065048;0.09386477;8843419.87;0;"2021-04-26T00:00:00.000Z"
"2781";0.09388221;0.10623294;0.07834469;0.08696058;6641182.18;9281634.69;"2021-05-03T00:00:00.000Z"
"2781";0.0869028;0.08967366;0.05618816;0.06033628;5296720.82;6332878.66;"2021-05-10T00:00:00.000Z"
"2781";0.0603544;0.0644847;0.02984106;0.03509171;4149167.45;3809546.45;"2021-05-17T00:00:00.000Z"
"2781";0.03505726;0.05277619;0.03235614;0.04282458;3798753.52;4844737.58;"2021-05-24T00:00:00.000Z"
"2781";0.04281456;0.08038561;0.03931086;0.0668658;4463027.91;8216901.03;"2021-05-31T00:00:00.000Z"
"2781";0.06687423;0.07537541;0.04819931;0.05430929;5145044.54;6851098.84;"2021-06-07T00:00:00.000Z"
"2781";0.05431994;0.05533204;0.04234657;0.04835441;3792994.73;6099892.79;"2021-06-14T00:00:00.000Z"
"2781";0.04835316;0.06428172;0.03756627;0.05909489;4410068.8;8165849.51;"2021-06-21T00:00:00.000Z"
"2781";0.059188;0.07499426;0.05504825;0.06936963;4573815.21;9612838.26;"2021-06-28T00:00:00.000Z"
"2781";0.0693846;0.07108296;0.05701648;0.06197402;3737198.61;8603491.66;"2021-07-05T00:00:00.000Z"
"2781";0.06197517;0.0627851;0.03201945;0.03372827;3322728.66;6639099.68;"2021-07-12T00:00:00.000Z"
"2781";0.03371812;0.03918107;0.03184388;0.03686341;2954022.59;7271658.15;"2021-07-19T00:00:00.000Z"
"2781";0.03684877;0.05771794;0.03606207;0.04238137;18700720.65;8994970.93;"2021-07-26T00:00:00.000Z"
"2781";0.04230976;0.05857346;0.03852981;0.05421763;23894212.46;11540482.91;"2021-08-02T00:00:00.000Z"
"2781";0.05427558;0.05826222;0.04832248;0.05520466;10172224.08;12198192.43;"2021-08-09T00:00:00.000Z"
"2781";0.05523241;0.05711319;0.04337235;0.04858937;9576207.42;11121170.65;"2021-08-16T00:00:00.000Z"
"2781";0.04856623;0.06072511;0.04347842;0.05771689;7992159.37;13500889.93;"2021-08-23T00:00:00.000Z"
"2781";0.05771836;0.2128548;0.04568047;0.05493591;2691710.4;13207623.42;"2021-08-30T00:00:00.000Z"
"2781";0.0549387;0.05570221;0.03774606;0.03894232;1495111.97;9362464.05;"2021-09-06T00:00:00.000Z"
"2781";0.03894427;0.0427225715;0.0362500316;0.0367232885;1444849.38;8828967.16;"2021-09-13T00:00:00.000Z"
"2781";0.0367274189;0.0383420919;0.030837331;0.0340342154;1644434.66;8182463.56;"2021-09-20T00:00:00.000Z"
"2781";0.0340363464;0.0444514456;0.0324799123;0.038128846;1962905.27;9166889.55;"2021-09-27T00:00:00.000Z"
"2781";0.0381271405;0.0381623584;0.0336214929;0.0339973475;1624534.74;8173599.84;"2021-10-04T00:00:00.000Z"
"2781";0.034000634;0.0392771701;0.0290019765;0.0290856362;1828996.91;6992732.33;"2021-10-11T00:00:00.000Z"
"2781";0.0290847533;0.0756141398;0.0282941432;0.029217775;1629515.21;7024500.99;"2021-10-18T00:00:00.000Z"
"2781";0.0292133569;0.0358667887;0.0291775789;0.0356729997;1445134.38;8576458.05;"2021-10-25T00:00:00.000Z"
"2781";0.0356485885;0.0359795196;0.029808337;0.03072404;5084311.84;7386635.34;"2021-11-01T00:00:00.000Z"
"2781";0.0307156185;0.030738928;0.0268739158;0.0274143422;1671282;6590921.92;"2021-11-08T00:00:00.000Z"
"2781";0.0274166862;0.0360980085;0.0206607578;0.0208215454;1552172.33;5005889.94;"2021-11-15T00:00:00.000Z"
"2781";0.0208245088;0.1424626152;0.0206423662;0.1358260572;24995222.64;32655131.04;"2021-11-22T00:00:00.000Z"
"2781";0.1358067472;0.1913601498;0.0845486125;0.1386639624;41292790.77;33337416.67;"2021-11-29T00:00:00.000Z"
"2781";0.1386857312;0.1534387617;0.0772112139;0.0800415266;12573135.49;19243483.86;"2021-12-06T00:00:00.000Z"
"2781";0.0800754369;0.0969784702;0.0670593049;0.0911330348;5266849.68;38415691.98;"2021-12-13T00:00:00.000Z"
"2781";0.0911124953;0.0912024235;0.0735333124;0.0790694412;10462029.16;33330474.55;"2021-12-20T00:00:00.000Z"
"2781";0.0790574662;0.1624331173;0.0724091154;0.1595133401;27373072.6;67240330.04;"2021-12-27T00:00:00.000Z"
"2781";0.1595133401;0.1607143656;0.0742690992;0.0831237984;15387221.56;35039524.84;"2022-01-03T00:00:00.000Z"
"2781";0.0831236891;0.0868770412;0.0767036864;0.0816173076;11563258.68;34404487.44;"2022-01-10T00:00:00.000Z"
"2781";0.0816172987;0.0829797638;0.0605984183;0.0640496451;9971252.26;26999116.65;"2022-01-17T00:00:00.000Z"
"2781";0.0640708502;0.0723908534;0.0593786836;0.0675112358;40739751.9;28458295.56;"2022-01-24T00:00:00.000Z"
"2781";0.0675112754;0.0747089916;0.0642948818;0.0746620529;28846306.36;31472609.59;"2022-01-31T00:00:00.000Z"
"2781";0.0746621764;0.078018414;0.0666244963;0.0707288189;48092963.87;29814616.93;"2022-02-07T00:00:00.000Z"
"2781";0.0707287734;0.0924569655;0.0531809072;0.0537146842;37195115.2;22642577.06;"2022-02-14T00:00:00.000Z"
"2781";0.0536861828;0.0552724829;0.0353819064;0.0432060578;49808823.48;18212831.51;"2022-02-21T00:00:00.000Z"
"2781";0.0432078432;0.066191228;0.0431222839;0.049577721;27611673.88;20898705.56;"2022-02-28T00:00:00.000Z"
"2781";0.0495384396;0.0505145247;0.0414023789;0.04302028;31453673.55;18134519.8;"2022-03-07T00:00:00.000Z"
"2781";0.0430214883;0.0467188448;0.0420525886;0.043470406;9602447.41;18324263.34;"2022-03-14T00:00:00.000Z"
"2781";0.0434705556;0.0473796977;0.043025238;0.0450629099;3521441.03;18995558.19;"2022-03-21T00:00:00.000Z"
"2781";0.0450628704;0.0486567872;0.0431323684;0.0447369078;8307515.17;18858137.16;"2022-03-28T00:00:00.000Z"
"2781";0.044736822;0.0455064219;0.0396574855;0.0406815915;3067028.37;17148682.6;"2022-04-04T00:00:00.000Z"
"2781";0.0406815234;0.0409809229;0.0325273578;0.0333250898;3153627.39;14047665.47;"2022-04-11T00:00:00.000Z"
"2781";0.0333500893;0.0400264027;0.0315860849;0.0327353043;3848377.88;13799050.69;"2022-04-18T00:00:00.000Z"
"2781";0.0327353132;0.0329865452;0.028273999;0.0297633873;2712687.69;12546285.99;"2022-04-25T00:00:00.000Z"
"2781";0.0297646218;0.0313712406;0.0275483315;0.0276450533;2033046.66;11653335.77;"2022-05-02T00:00:00.000Z"
"2781";0.0276456269;0.0279573401;0.0143355545;0.0153005984;1905842.29;6449725.69;"2022-05-09T00:00:00.000Z"
"2781";0.0153041092;0.0218108373;0.0151279238;0.0207733652;3138062.68;8756684.12;"2022-05-16T00:00:00.000Z"
"2781";0.0207721692;0.0306746665;0.0206033659;0.0290259259;19428195.26;12235420.8;"2022-05-23T00:00:00.000Z"
"2781";0.0290326461;0.0395484825;0.0285861754;0.0363291465;21028367.15;15313978.14;"2022-05-30T00:00:00.000Z"
"2781";0.0363589508;0.0421930767;0.0326645107;0.0326649622;28659300.28;13769399.09;"2022-06-06T00:00:00.000Z"
"2781";0.032670172;0.0357337905;0.0177546822;0.0197826012;13080154.12;8339043.22;"2022-06-13T00:00:00.000Z"
"2781";0.0197803257;0.021991443;0.0161210012;0.0179005131;6607588.45;7545678.7;"2022-06-20T00:00:00.000Z"
"2781";0.0179003114;0.0185067823;0.0168747157;0.0173909474;2817497.33;7330879.32;"2022-06-27T00:00:00.000Z"
"2781";0.0173907997;0.0193335629;0.0134587006;0.0137155222;3271035.55;5781561.83;"2022-07-04T00:00:00.000Z"
"2781";0.0137164306;0.0140901568;0.0117207439;0.0118646845;6390548.37;5001370.43;"2022-07-11T00:00:00.000Z"
"2781";0.0118654712;0.0123189842;0.0112155714;0.0116568181;2822338.74;4913747.62;"2022-07-18T00:00:00.000Z"
"2781";0.0116573256;0.0134299065;0.0107874968;0.0122961485;3379058.65;5183247.27;"2022-07-25T00:00:00.000Z"
"2781";0.0122965045;0.0127470185;0.0104958987;0.0113099587;3601585.12;4767534.54;"2022-08-01T00:00:00.000Z"
"2781";0.011308881;0.0126794036;0.0106270985;0.0109174362;5697694.6;4602072.88;"2022-08-08T00:00:00.000Z"
"2781";0.0109173335;0.0110697059;0.00955335271756;0.00968808735434;3317431.61;4083860.27;"2022-08-15T00:00:00.000Z"
"2781";0.00969013014134;0.0107012638;0.00944917702848;0.00960976341113;2956178.06;4050844.05;"2022-08-22T00:00:00.000Z"
"2781";0.00960980827092;0.0103215482;0.00942915574544;0.00969935379327;2762237.2;4088609.46;"2022-08-29T00:00:00.000Z"
"2781";0.00969621531344;0.00994618041837;0.00935895677849;0.00950381686495;2761694.91;4006183.95;"2022-09-05T00:00:00.000Z"
