name;open;high;low;close;volume;marketCap;timestamp
"2781";4.4170398712;4.4604301453;1.1008399725;1.88776;3524540;1146793511.83;"2018-07-01T00:00:00.000Z"
"2781";1.89462;1.9819;1.17907;1.36048;1726140;826476690.35;"2018-08-01T00:00:00.000Z"
"2781";1.36035;1.79448;1.14179;1.42474;2073140;865513936.12;"2018-09-01T00:00:00.000Z"
"2781";1.42552;1.47668;1.20456;1.28315;2135600;779499562.82;"2018-10-01T00:00:00.000Z"
"2781";1.28293;1.35544;0.4822920017;0.4949578918;2434211.98;300681495;"2018-11-01T00:00:00.000Z"
"2781";0.4959998617;0.5650904799;0.31463131;0.4626270713;955456.21;281040875.84;"2018-12-01T00:00:00.000Z"
"2781";0.4630727847;0.5054626416;0.3666345207;0.378969116;2498650.19;230219584.78;"2019-01-01T00:00:00.000Z"
"2781";0.3791724513;0.4644262197;0.3598231391;0.4100303336;3289302.93;249088934.11;"2019-02-01T00:00:00.000Z"
"2781";0.4097464633;1.0991511477;0.3979500129;1.0598568772;8951420.66;704639139.18;"2019-03-01T00:00:00.000Z"
"2781";1.0574411425;1.4910396997;0.8567779443;1.2192773747;4954874.7;805480416.21;"2019-04-01T00:00:00.000Z"
"2781";1.2184246136;1.8343027339;1.0854721382;1.5078807501;6548130.31;996694025.91;"2019-05-01T00:00:00.000Z"
"2781";1.5082961401;1.5575459273;0.9117910461;0.9341260523;6748028.81;616672950.42;"2019-06-01T00:00:00.000Z"
"2781";0.9341260523;1.3040004676;0.8343501715;1.2686841643;11125337.58;837805544.04;"2019-07-01T00:00:00.000Z"
"2781";1.2684587773;1.7252501753;0.9915667994;1.041356155;10847063.02;687684125.44;"2019-08-01T00:00:00.000Z"
"2781";1.0455028523;1.1479358128;0.8189585542;0.9035325723;15800572.29;596669068.33;"2019-09-01T00:00:00.000Z"
"2781";0.9042402898;0.9975320292;0.6886311617;0.8905124227;13120624.96;588070905.09;"2019-10-01T00:00:00.000Z"
"2781";0.8894609749;1.4413141578;0.8489111422;1.3313398112;28706666.74;879181679.91;"2019-11-01T00:00:00.000Z"
"2781";1.3328501531;1.8438542555;1.1999028533;1.3522569845;42638600.76;938725944.8;"2019-12-01T00:00:00.000Z"
"2781";1.3513237134;1.7182326779;1.2298143312;1.658281314;49262410.79;1151165578.03;"2020-01-01T00:00:00.000Z"
"2781";1.6579810519;3.9233773835;1.6539815577;2.7561559647;148892176.97;1935866745.55;"2020-02-01T00:00:00.000Z"
"2781";2.7530126558;3.2952102763;1.0187847674;1.6150339729;79412006.78;1138632446.77;"2020-03-01T00:00:00.000Z"
"2781";1.6150339729;3.0290883897;1.5287115666;2.7609883535;375310706.15;1957055599.56;"2020-04-01T00:00:00.000Z"
"2781";2.7609883535;2.9539293764;2.3158885758;2.7969032058;101147210.3;1992319654.19;"2020-05-01T00:00:00.000Z"
"2781";2.8005021418;3.1106734419;2.2897565581;2.3602825397;59282212.03;1734145160.85;"2020-06-01T00:00:00.000Z"
"2781";2.3606101758;3.3038026947;2.2355753402;2.8398535073;109436570.78;2096447836.57;"2020-07-01T00:00:00.000Z"
"2781";3.82993265;4.43493482;0.03028275;2.9955291;8057126012.22;2221654892.3;"2020-08-01T00:00:00.000Z"
"2781";2.98579102;3.4589814;1.93353386;2.2443067;6434963298.44;1671980682.75;"2020-09-01T00:00:00.000Z"
"2781";2.24543811;2.46877024;1.79897776;1.97597955;4579660107.4;1478954426.43;"2020-10-01T00:00:00.000Z"
"2781";1.97597956;2.94138614;1.78892158;2.48006806;7659596832.93;1864425965.55;"2020-11-01T00:00:00.000Z"
"2781";2.48171725;2.5463555;1.64479245;2.01508135;5389481484.06;1521889536.18;"2020-12-01T00:00:00.000Z"
"2781";2.01409171;3.38620409;1.95619176;2.83867976;25510457800.83;2153103052.65;"2021-01-01T00:00:00.000Z"
"2781";2.83966866;5.57631169;2.76418205;3.41332974;20257009038.89;2599207036.16;"2021-02-01T00:00:00.000Z"
"2781";3.41462994;4.907398;3.40853195;4.85689953;13053151289.9;3714915145.39;"2021-03-01T00:00:00.000Z"
"2781";4.85590809;7.67339808;4.07688395;5.61345915;18356633712.62;4312114848.56;"2021-04-01T00:00:00.000Z"
"2781";5.61047115;8.3988035;2.44619131;3.61041418;13273164796.56;3169243645.71;"2021-05-01T00:00:00.000Z"
"2781";3.60468707;4.13693669;2.12869706;3.04139505;3859874198.81;2588204721.77;"2021-06-01T00:00:00.000Z"
"2781";3.04334867;3.11633461;2.10599891;3.04470879;2888139069.71;2601266128.85;"2021-07-01T00:00:00.000Z"
"2781";3.03484546;6.13022726;2.89235252;5.16033825;10753397983.17;4425390091.61;"2021-08-01T00:00:00.000Z"
"2781";5.17015718;7.9979354678;3.92060313;6.0778724853;27846130493.65;5235928043.68;"2021-09-01T00:00:00.000Z"
"2781";6.07502719;9.1754481618;5.6394762597;6.322585711;17834476918.34;5470400929.27;"2021-10-01T00:00:00.000Z"
"2781";6.3602133105;6.8652675526;4.3130113441;5.4979953321;7293223251.62;4776758814.42;"2021-11-01T00:00:00.000Z"
"2781";5.4800256155;6.1632268285;3.304452778;4.3534807341;9573223468.55;3799072176.14;"2021-12-01T00:00:00.000Z"
"2781";4.3540422038;5.3437750577;2.5578201258;3.4899779236;5764313856.97;3058057505.61;"2022-01-01T00:00:00.000Z"
"2781";3.4898562254;4.594221667;2.5718381092;3.534632678;5688181698.5;3109562216;"2022-02-01T00:00:00.000Z"
"2781";3.5346162265;4.0175832686;2.8558206318;3.7191063649;3696736310.36;3308081373.87;"2022-03-01T00:00:00.000Z"
"2781";3.7204362376;4.1231800522;2.4661493957;2.5326987087;2826419363.27;2261273594.69;"2022-04-01T00:00:00.000Z"
"2781";2.5332396106;2.8711846352;1.4638672193;2.0867074233;3157049873.22;1870860936.95;"2022-05-01T00:00:00.000Z"
"2781";2.0873064073;2.3172194696;1.2010643486;1.4166085483;2584513824.34;1274828527.95;"2022-06-01T00:00:00.000Z"
"2781";1.4195177364;1.8581125595;1.3357543798;1.7402761179;1867631741.34;1572219218.26;"2022-07-01T00:00:00.000Z"
"2781";1.7404078867;2.0230360073;1.4213468205;1.5133325006;1316051338.1;1372869365.71;"2022-08-01T00:00:00.000Z"
"2781";1.5136693824;1.7368426369;1.393048462;1.4220547239;1083850099.21;1295153136.55;"2022-09-01T00:00:00.000Z"
"2781";1.4221144034;1.4835745561;1.2696769239;1.4275310502;715611099.48;1305292837.13;"2022-10-01T00:00:00.000Z"
